"station_id";"codestation";"inseecom";"coordx";"coordy";"codecourseau";"libellecourseau";"codetronconhydro";"coderegion";"codedepartement";"naturestation";"libellenaturestation";"typeentitehydro";"cdtronconh";"idtronconh";"nomentiteh";"etat";"sens";"largeur";"nature";"navigable";"source";"target";"troncon_id";"gid";"distance";"cdentitehy";"nomentiteh_plando";"distance_planeau";"verif_cdho"
9668;"H5109523";"76436";"543471.83";"6925304.65";NULL;NULL;NULL;"28";"76";"M";"Station de mesure Manuelle";"1";NULL;"300039272";NULL;"Intermittent";"Inconnu";"De 0 à 15 mètres";"Canal, chenal";"Non navigable";24327;24328;268007;"485955";"572.2515119785307";"H5109523";"base de loisirs et de plein-air de la commune du mesnil-sous-jumièges";"0";False
9669;"H5156903";"27577";"520780";"6927800";NULL;NULL;NULL;"28";"27";"M";"Station de mesure Manuelle";"1";"H5154401";"300000862";"la crevasse";"Fictif";"Inconnu";"Plus de 50 mètres";"Canal, chenal";"Non navigable";279636;279870;269335;"487297";"5.502466068041864";"H5156903";"la grande mare";"0";False
9670;"H6259303";"27656";"517420.01";"6920980";NULL;NULL;NULL;"28";"27";"M";"Station de mesure Manuelle";"1";NULL;"300044011";NULL;"Intermittent";"Inconnu";"De 0 à 15 mètres";"Canal, chenal";"Non navigable";277840;277841;266843;"484795";"460.090394395038";"H6259303";"la balastière";"0";False
9671;"I0399103";"14514";"496079.99";"6911969.99";NULL;NULL;NULL;"28";"14";"M";"Station de mesure Manuelle";"1";"I0350200";"350002790";"fleuve la touques";"Permanent";"Sens du tronçon";"Entre 15 et 50 mètres";"Cours d'eau naturel";"Non navigable";274417;274668;263039;"481000";"468.75210921353045";"I0399103";"le poirier de chio";"0";False
9672;"I2237503";"61339";"459440";"6857949.99";NULL;NULL;NULL;"28";"61";"M";"Station de mesure Manuelle";"1";"I2230200";"300014617";"fleuve l'orne";"Fictif";"Sens du tronçon";"Plus de 50 mètres";"Cours d'eau naturel";"Non navigable";250218;250380;234176;"452199";"25.24715765756803";"I2226503";"étang de la fresnaye";"4199.27495635197";False
9673;"I7005803";"14658";"402410";"6862929.99";NULL;NULL;NULL;"28";"14";"M";"Station de mesure Manuelle";"1";"I7000200";"300013933";NULL;"Fictif";"Sens du tronçon";"Sans objet";"Cours d'eau naturel";"Non navigable";253511;253374;237990;"456019";"84.5348722080924";"I7005803";"lac du gast";"0";False
9674;"I92-4703";"50256";"390890";"6838540";NULL;NULL;NULL;"28";"50";"M";"Station de mesure Manuelle";"1";"I9200200";"300017958";"fleuve la sélune";"Fictif";"Sens du tronçon";"Sans objet";"Cours d'eau naturel";"Non navigable";238028;237872;219663;"437661";"3.654364042157961";"I92-4703";"le grand lac";"0";False
38558;"V2515003";"01269";"899133";"6565897";NULL;NULL;NULL;"84";"01";"M";"Station de mesure Manuelle";"1";"V2510500";"606004184";"bras du lac";"Fictif";"Sens du tronçon";"Plus de 50 mètres";"Cours d'eau naturel";"Non navigable";5505;5506;58989;"276968";"24.319759557049693";"V2515003";"lac de nantua";"0";False
38559;"V2525003";"01240";"897670";"6576985";NULL;NULL;NULL;"84";"01";"M";"Station de mesure Manuelle";"1";"V2520400";"650000089";"rivière l'oignin";"Fictif";"Sens du tronçon";"Plus de 50 mètres";"Cours d'eau naturel";"Non navigable";103253;103931;64269;"282244";"19.872507838521713";"V2525003";"retenue de charmine-moux";"0";False
25600;"O12-5003";"09188";"588026";"6200111";NULL;NULL;NULL;"76";"09";"M";"Station de mesure Manuelle";"1";"O1230250";"550000544";"rivière l'ariège";"Fictif";"Sens du tronçon";"Sans objet";"Sans objet";"Non navigable";325510;314014;323029;"25783";"3.680616400697913";"O12-5003";"barrage de garrabet";"0";False
25606;"O1475023";"09200";"614953";"6210818";NULL;NULL;NULL;"76";"09";"M";"Station de mesure Manuelle";"1";"O1471160";"500075864";NULL;"Fictif";"Sens du tronçon";"Sans objet";"Sans objet";"Non navigable";29779;29822;327602;"30349";"14.48848666873103";"O1475023";"lac de montbel";"0";False
25607;"O1475103";"09200";"615916";"6208179";NULL;NULL;NULL;"76";"09";"M";"Station de mesure Manuelle";"1";"O1471250";"550009705";NULL;"Fictif";"Sens du tronçon";"Sans objet";"Sans objet";"Non navigable";328909;328829;326564;"29321";"7.349109992304517";"O1475103";"lac de montbel";"0";False
38560;"V1015003";"01204";"905455";"6565815";NULL;NULL;NULL;"84";"01";"M";"Station de mesure Manuelle";"1";"V1010620";"606004062";NULL;"Permanent";"Sens du tronçon";"De 0 à 15 mètres";"Cours d'eau naturel";"Non navigable";99281;99282;59046;"277026";"936.4069414491236";"V1015003";"lac de sylans";"0";False
38561;"V2705003";"01303";"887110";"6560060";NULL;NULL;NULL;"84";"01";"M";"Station de mesure Manuelle";"1";"V2700200";"606004778";"rivière l'ain";"Fictif";"Sens du tronçon";"Plus de 50 mètres";"Cours d'eau naturel";"Non navigable";96772;96223;56204;"274195";"82.82045767264681";"V2705003";"retenue d'Allement";"0";False
38562;"V1235003";"74267";"944993";"6535321";NULL;NULL;NULL;"84";"74";"M";"Station de mesure Manuelle";"1";NULL;"609002676";"rivière le thiou";"Fictif";"Sens du tronçon";"Sans objet";"Cours d'eau naturel";"Non navigable";82686;83480;41411;"259401";"119.62214714856258";"V1235003";"lac d'annecy";"0";False
38564;"V1335003";"73059";"922450";"6520000";NULL;NULL;NULL;"84";"73";"M";"Station de mesure Manuelle";"1";NULL;"650013957";"canal de savières";"Fictif";"Sens du tronçon";"Sans objet";"Cours d'eau naturel";"Non navigable";2837;3442;35006;"253018";"107.64628860948416";"V1335003";"lac du bourget";"0";False
38565;"V3005003";"69275";"853724";"6522356";NULL;NULL;NULL;"84";"69";"M";"Station de mesure Manuelle";"1";"V3005022";"607001135";"fleuve le rhône";"Fictif";"Sens du tronçon";"Plus de 50 mètres";"Canal, chenal";"Non navigable";2585;75383;33927;"251940";"341.83946183156763";"V3005003";"le grand large";"0";False
25608;"O2705023";"32365";"511757";"6251286";NULL;NULL;NULL;"76";"32";"M";"Station de mesure Manuelle";"1";"O2700330";"550000658";"rivière la gimone";"Fictif";"Sens du tronçon";"Sans objet";"Sans objet";"Non navigable";350723;351014;351350;"54130";"40.90139833098476";"O2705023";"barrage de lunax";"0";False
38566;"V3005063";"69256";"851220";"6524800";NULL;NULL;NULL;"84";"69";"M";"Station de mesure Manuelle";"1";NULL;"607000855";NULL;"Permanent";"Sens du tronçon";"Entre 15 et 50 mètres";"Cours d'eau naturel";"Non navigable";3325;77265;34362;"252375";"817.5604809479917";"V3005063";"lac des eaux bleues";"0";False
38567;"V1435003";"01302";"913297";"6524908";NULL;NULL;NULL;"84";"01";"M";"Station de mesure Manuelle";"1";"V1430960";"608001751";NULL;"Fictif";"Sens du tronçon";"Sans objet";"Cours d'eau naturel";"Non navigable";77328;77759;34926;"252939";"66.09490347206244";"V1435003";"lac de barterand";"0";False
25610;"O2815023";"32444";"538723";"6289890";NULL;NULL;NULL;"76";"32";"M";"Station de mesure Manuelle";"1";"O2810580";"500057354";"ruisseau l'arcadèche";"Fictif";"Sens du tronçon";"Sans objet";"Sans objet";"Non navigable";379104;379157;382980;"85728";"19.752183900691794";"O2815023";"lac de thoux-saint-cricq";"0";False
25670;"O5855143";"82098";"576441";"6325965";NULL;NULL;NULL;"76";"82";"M";"Station de mesure Manuelle";"1";"O5850590";"550000568";"ruisseau du tordre";"Fictif";"Sens du tronçon";"Sans objet";"Sans objet";"Non navigable";37592;37612;413493;"116240";"41.68078038143025";"O5855143";"lac du tordre";"0";False
38568;"V3005123";"69275";"853472";"6524400";NULL;NULL;NULL;"84";"69";"M";"Station de mesure Manuelle";"1";"V3001060";"650000174";"ruisseau le rizan";"Permanent";"Sens du tronçon";"De 0 à 15 mètres";"Cours d'eau naturel";"Non navigable";77113;77547;34685;"252698";"536.2258572618791";"V3005123";"lac du drapeau";"0";False
38569;"V1535003";"73001";"918490";"6498448";NULL;NULL;NULL;"84";"73";"M";"Station de mesure Manuelle";"1";NULL;"608003071";"ruisseau de leysse";"Fictif";"Sens du tronçon";"Sans objet";"Cours d'eau naturel";"Non navigable";64640;64320;19712;"237692";"83.4393830814197";"V1535003";"lac d'aiguebelette";"0";False
25695;"O6705023";"32088";"472622";"6296174";NULL;NULL;NULL;"76";"32";"M";"Station de mesure Manuelle";"1";"O6700330";"550000690";"rivière la gélise";"Fictif";"Sens du tronçon";"Sans objet";"Sans objet";"Non navigable";35251;35252;388189;"90940";"20.780038504945768";"O6705023";"barrage du candau";"0";False
38571;"V2035003";"39240";"921837";"6618514";NULL;NULL;NULL;"27";"39";"M";"Station de mesure Manuelle";"1";NULL;"650000088";NULL;"Fictif";"Sens du tronçon";"Plus de 50 mètres";"Cours d'eau naturel";"Non navigable";120245;119976;83276;"301297";"673.2811597016005";"V2035003";"lac d'ilay";"0";False
38572;"V4105003";"07080";"809580";"6439820";NULL;NULL;NULL;"84";"07";"M";"Station de mesure Manuelle";"1";"V4100400";"607007466";"rivière l'eyrieux";"Fictif";"Sens du tronçon";"Plus de 50 mètres";"Cours d'eau naturel";"Non navigable";45539;479294;497702;"200502";"25.76629591833895";"V4105003";"lac de devesset";"0";False
25719;"Q0405003";"65160";"451445";"6254410";NULL;NULL;NULL;"76";"65";"M";"Station de mesure Manuelle";"1";"Q0400510";"550000886";"ruisseau de carbouère";"Fictif";"Sens du tronçon";"Sans objet";"Sans objet";"Non navigable";351952;353132;353657;"56421";"26.795276550793307";"Q0405003";"barrage du louet";"0";False
38573;"V2035023";"39131";"922496";"6618071";NULL;NULL;NULL;"27";"39";"M";"Station de mesure Manuelle";"1";NULL;"606000784";NULL;"Fictif";"Sens du tronçon";"Sans objet";"Sans objet";"Non navigable";7883;120244;83518;"301534";"11.980730279673113";"V2035023";"lac le grand maclu";"0";False
38574;"V5045003";"48198";"773916";"6373131";NULL;NULL;NULL;"76";"48";"M";"Station de mesure Manuelle";"1";"V5040660";"613000044";"rivière l'altier";"Fictif";"Sens du tronçon";"Sans objet";"Cours d'eau naturel";"Non navigable";440095;440150;451875;"154641";"20.180794129932327";"V5045003";"lac de villefort";"0";False
38575;"V2205003";"39230";"913586";"6622712";NULL;NULL;NULL;"27";"39";"M";"Station de mesure Manuelle";"1";NULL;"606000620";NULL;"Fictif";"Sens du tronçon";"Sans objet";"Cours d'eau naturel";"Non navigable";122463;8087;85917;"303926";"17.720546788970992";"V2205003";"lac de chalain";"0";False
25611;"O2915083";"82097";"536568";"6321182";NULL;NULL;NULL;"76";"82";"M";"Station de mesure Manuelle";"1";"O2910400";"550000548";"la sère";"Fictif";"Sens du tronçon";"Sans objet";"Sans objet";"Non navigable";399663;402911;409615;"112366";"31.313238041096504";"O2915083";"barrage de gensac-lavit";"0";False
25613;"O72-5023";"12124";"689992";"6378588";NULL;NULL;NULL;"76";"12";"M";"Station de mesure Manuelle";"1";"O7230150";"500031141";"rivière le lot";"Fictif";"Sens du tronçon";"Sans objet";"Sans objet";"Non navigable";443355;443741;456466;"159230";"8.22328729262228";"O72-5023";"barrage de castelnau-lassouts";"0";False
25614;"O7285003";"12110";"672024";"6386451";NULL;NULL;NULL;"76";"12";"M";"Station de mesure Manuelle";"1";"O7280150";"500028921";"rivière le lot";"Fictif";"Sens du tronçon";"Sans objet";"Sans objet";"Non navigable";433867;449022;462069;"164800";"6.512074242458984";"O7285003";"lac de golinhac";"0";False
25615;"O34-5003";"12244";"687663";"6329190";NULL;NULL;NULL;"76";"12";"M";"Station de mesure Manuelle";"1";"O3470100";"500044879";"rivière le tarn";"Fictif";"Sens du tronçon";"Sans objet";"Sans objet";"Non navigable";408991;396676;416461;"119199";"4.344749395321076";"O34-5003";"barrage de pinet";"0";False
25616;"O7--3003";"15002";"706168";"6424627";NULL;NULL;NULL;"84";"15";"M";"Station de mesure Manuelle";"1";"O7600250";"500021869";"rivière la truyère";"Fictif";"Sens du tronçon";"Sans objet";"Sans objet";"Non navigable";471137;471385;487944;"190731";"11.18659913182052";"O7--3003";"lac du barrage de grandval";"0";False
38576;"V5045103";"48021";"770060";"6381260";NULL;NULL;NULL;"76";"48";"M";"Station de mesure Manuelle";"1";"V5040500";"650000010";"rivière le chassezac";"Fictif";"Sens du tronçon";"De 0 à 15 mètres";"Cours d'eau naturel";"Non navigable";445409;445789;458390;"161140";"6.866106927443593";"V5045103";"retenue de puylaurent";"0";False
25618;"O3615003";"12299";"676200";"6332696";NULL;NULL;NULL;"76";"12";"M";"Station de mesure Manuelle";"1";"O3612012";"500043672";NULL;"Fictif";"Inconnu";"Plus de 50 mètres";"Aqueduc, conduite forcée";"Non navigable";36872;36873;405663;"121881";"29.169541311900208";"O3615003";"lac de villefranche-de-panat";"0";False
25620;"O40-4003";"81193";"680431";"6282185";NULL;NULL;NULL;"76";"81";"M";"Station de mesure Manuelle";"1";"O4040400";"500081950";"rivière la vèbre";"Fictif";"Sens du tronçon";"Sans objet";"Sans objet";"Non navigable";374255;34271;377354;"80073";"2.9470565810613403";"O40-4003";"lac de laouzas";"0";False
38577;"V2205083";"39322";"915410";"6617600";NULL;NULL;NULL;"27";"39";"M";"Station de mesure Manuelle";"1";"V2200600";"606000807";"ruisseau le hérisson";"Fictif";"Sens du tronçon";"Plus de 50 mètres";"Cours d'eau naturel";"Non navigable";120038;120534;83567;"301583";"62.22362423597172";"V2205083";"lac du val";"0";False
25621;"O7605013";"15142";"700404";"6421626";NULL;NULL;NULL;"84";"15";"M";"Station de mesure Manuelle";"1";"O7600250";"500022105";"rivière la truyère";"Fictif";"Sens du tronçon";"Sans objet";"Sans objet";"Non navigable";469868;469677;486157;"188931";"16.792669586605943";"O7605013";"lac du barrage de lanau";"0";False
38578;"W0005083";"73296";"1007172";"6495419";NULL;NULL;NULL;"84";"73";"M";"Station de mesure Manuelle";"1";"W0000000";"610000657";"rivière l'isère";"Fictif";"Sens du tronçon";"Sans objet";"Cours d'eau naturel";"Non navigable";62348;62879;17603;"235568";"41.29632589230396";"W0005083";"lac du chevril";"0";False
25622;"O4055003";"81134";"667379";"6277305";NULL;NULL;NULL;"76";"81";"M";"Station de mesure Manuelle";"1";"O4050250";"500060594";"rivière l'agout";"Fictif";"Sens du tronçon";"Sans objet";"Sans objet";"Non navigable";369949;369954;372457;"75165";"35.93894890285868";"O4055003";"lac de la raviège";"0";False
38579;"V2--3003";"39530";"899710";"6580560";NULL;NULL;NULL;"27";"39";"M";"Station de mesure Manuelle";"1";"V2520200";"606002598";"rivière l'ain";"Fictif";"Sens du tronçon";"Plus de 50 mètres";"Cours d'eau naturel";"Non navigable";106133;105334;66735;"284714";"7.939338417781122";"V2--3003";"lac de coiselet";"0";False
25623;"O76-4013";"12223";"679446";"6415077";NULL;NULL;NULL;"76";"12";"M";"Station de mesure Manuelle";"1";"O7690250";"500022755";"rivière la truyère";"Fictif";"Sens du tronçon";"Sans objet";"Sans objet";"Non navigable";467029;465765;482826;"185575";"31.120732641063498";"O76-4013";"lac du barrage de sarrans";"0";False
25624;"O77-5013";"12226";"667251";"6399992";NULL;NULL;NULL;"76";"12";"M";"Station de mesure Manuelle";"1";"O7740250";"500025491";"rivière la truyère";"Fictif";"Sens du tronçon";"Sans objet";"Sans objet";"Non navigable";457250;456916;471450;"174154";"6.668518026319217";"O77-5013";"barrage de couesques";"0";False
25626;"O7785003";"12209";"673416";"6396010";NULL;NULL;NULL;"76";"12";"M";"Station de mesure Manuelle";"1";"O7780500";"500026424";"rivière la selves";"Fictif";"Sens du tronçon";"Sans objet";"Sans objet";"Non navigable";454522;454688;468496;"171216";"12.8606186281555";"O7785023";"lac de la selves";"0";False
25628;"O7785013";"12273";"680696";"6395620";NULL;NULL;NULL;"76";"12";"M";"Station de mesure Manuelle";"1";"O7780500";"500026477";"rivière la selves";"Fictif";"Sens du tronçon";"Sans objet";"Sans objet";"Non navigable";454599;454552;468545;"171266";"32.55429264313223";"O7785013";"lac du barrage des galens";"0";False
38580;"W0435023";"73034";"982006";"6515939";NULL;NULL;NULL;"84";"73";"M";"Station de mesure Manuelle";"1";NULL;"609005215";"planay";"Fictif";"Sens du tronçon";"Sans objet";"Cours d'eau naturel";"Non navigable";73126;72862;29535;"247560";"85.81344294320527";"W0435023";"lac de roselend";"0";False
38581;"W0435043";"73132";"983455";"6524510";NULL;NULL;NULL;"84";"73";"M";"Station de mesure Manuelle";"1";"W0430560";"609003898";"ruisseau du sallestet";"Fictif";"Sens du tronçon";"Plus de 50 mètres";"Cours d'eau naturel";"Non navigable";76909;77675;34829;"252843";"13.765665389328209";"W0435043";"lac de la girotte";"0";False
38582;"W1035063";"73194";"980983";"6459579";NULL;NULL;NULL;"84";"73";"M";"Station de mesure Manuelle";"1";NULL;"610005388";"galerie E.D.F.";"Fictif";"Sens du tronçon";"Sans objet";"Aqueduc, conduite forcée";"Non navigable";491097;491248;510667;"213418";"49.95508995994871";"W1035063";"lac de bissorte";"0";False
25629;"O43-4003";"81321";"658999";"6271341";NULL;NULL;NULL;"76";"81";"M";"Station de mesure Manuelle";"1";"O4350430";"500062399";"rivière l'arn";"Fictif";"Sens du tronçon";"Sans objet";"Sans objet";"Non navigable";365566;365314;367463;"70180";"89.60012504722664";"O43-4003";"lac des saints-peyres";"0";False
25633;"O4505003";"81288";"626704";"6256586";NULL;NULL;NULL;"76";"81";"M";"Station de mesure Manuelle";"1";"O4500400";"500066495";"rivière le sor";"Fictif";"Sens du tronçon";"Sans objet";"Sans objet";"Non navigable";354568;354841;355538;"58295";"20.817095404591228";"O4505003";"lac des cammazes";"0";False
38583;"V2--3023";"01125";"890290";"6571000";NULL;NULL;NULL;"84";"01";"M";"Station de mesure Manuelle";"1";"V2700200";"650000277";"rivière l'ain";"Fictif";"Sens du tronçon";"Plus de 50 mètres";"Cours d'eau naturel";"Non navigable";101343;101431;61817;"279793";"12.913918232124455";"V2--3023";"retenue de Cize-Bolozon";"0";False
25635;"O4515013";"31451";"620729";"6260318";NULL;NULL;NULL;"76";"31";"M";"Station de mesure Manuelle";"1";"O4515011";"500065241";"ruisseau le laudot";"Fictif";"Sens du tronçon";"Sans objet";"Sans objet";"Non navigable";357439;357584;358580;"61336";"14.100296880114493";"O4515013";"bassin de saint-ferréol";"0";False
38585;"V2305003";"39154";"910453";"6611076";NULL;NULL;NULL;"27";"39";"M";"Station de mesure Manuelle";"1";"V2300560";"606001021";"ruisseau la raillette";"Fictif";"Sens du tronçon";"De 0 à 15 mètres";"Cours d'eau naturel";"Non navigable";117217;117563;80236;"298260";"88.66059195209273";"V2305003";"le grand lac";"0";False
25638;"O9215023";"47311";"525503";"6399385";NULL;NULL;NULL;"75";"47";"M";"Station de mesure Manuelle";"1";"O9210500";"550000754";"ruisseau le brayssou";"Fictif";"Sens du tronçon";"Sans objet";"Sans objet";"Non navigable";456682;456607;470830;"173538";"88.15558405148634";"O9215023";"barrage de brayssou";"0";False
25639;"O9285013";"24167";"489889";"6399817";NULL;NULL;NULL;"75";"24";"M";"Station de mesure Manuelle";"1";"O9280500";"550000601";"ruisseau l'escourou";"Fictif";"Sens du tronçon";"Sans objet";"Sans objet";"Non navigable";457315;456884;471549;"174255";"3.8235374179823842";"O9285013";"barrage de l'escourou";"0";False
25643;"O4725003";"81183";"647543";"6301073";NULL;NULL;NULL;"76";"81";"M";"Station de mesure Manuelle";"1";"O4720400";"500053841";"rivière le dadou";"Fictif";"Sens du tronçon";"Sans objet";"Sans objet";"Non navigable";387584;386892;392695;"95478";"55.1784600874396";"O4725003";"retenue de rasisse";"0";False
25644;"O9415013";"33036";"447948";"6376430";NULL;NULL;NULL;"75";"33";"M";"Station de mesure Manuelle";"1";"O9415001";"500032378";"ruisseau le beuve";"Fictif";"Sens du tronçon";"Sans objet";"Sans objet";"Non navigable";41403;442433;454442;"157204";"6.26388142525987";"O9415013";NULL;"0";False
25645;"O4745003";"81233";"640524";"6298140";NULL;NULL;NULL;"76";"81";"M";"Station de mesure Manuelle";"1";"O4740560";"500054755";"ruisseau le lézert";"Fictif";"Sens du tronçon";"Sans objet";"Sans objet";"Non navigable";362985;384916;390127;"92904";"47.53000235753135";"O4745003";"retenue de la bancalié";"0";False
38587;"V2305043";"39216";"914995";"6604143";NULL;NULL;NULL;"27";"39";"M";"Station de mesure Manuelle";"1";NULL;"606001154";NULL;"Fictif";"Sens du tronçon";"De 0 à 15 mètres";"Cours d'eau naturel";"Non navigable";114853;115159;77457;"295477";"18.116234930939964";"V2305043";"le grand lac";"0";False
25647;"O9645133";"33202";"411678";"6384383";NULL;NULL;NULL;"75";"33";"M";"Station de mesure Manuelle";"1";"O9640500";"500029959";"ruisseau le rech";"Intermittent";"Sens du tronçon";"De 0 à 15 mètres";"Cours d'eau naturel";"Non navigable";448470;448471;461449;"164185";"514.7243922640417";"O9645133";"lac de bousquey";"0";False
38627;"Y0455043";"66230";"662372";"6173100";NULL;NULL;NULL;"76";"66";"M";"Station de mesure Manuelle";"1";"Y0450400";"650011712";"fleuve la têt";"Fictif";"Sens du tronçon";"Sans objet";"Cours d'eau naturel";"Non navigable";316282;316373;312531;"15278";"18.744268422965753";"Y0455023";"lac de conillac";"586.3152479798529";False
20921;"J541500R";"56203";"253501.42";"6805474.62";NULL;NULL;NULL;"53";"56";"M";"Station de mesure Manuelle";"1";"J5410210";"406000493";"fleuve le blavet";"Fictif";"Sens du tronçon";"Plus de 50 mètres";"Cours d'eau naturel";"Non navigable";218466;302235;296109;"514132";"70.72066624270239";"J5415003";"lac de guerlédan";"0";False
20923;"J641510S";"56251";"273503.47";"6739320.83";NULL;NULL;NULL;"53";"56";"M";"Station de mesure Manuelle";"1";"J6414000";"407001089";"ruisseau du plessis";"Fictif";"Sens du tronçon";"Plus de 50 mètres";"Cours d'eau naturel";"Non navigable";178490;178859;150956;"368977";"8.454117845567833";"J6415203";NULL;"0";False
20925;"J701510T";"35300";"393366.1";"6790970";NULL;NULL;NULL;"53";"35";"M";"Station de mesure Manuelle";"1";"J7010060";"408001563";"fleuve la vilaine";"Fictif";"Sens du tronçon";"Sans objet";"Cours d'eau naturel";"Non navigable";207652;208396;185317;"403339";"0.08808321808916014";"J7015103";"retenue de la chapelle erbrée";"0";False
20927;"J702510";"35105";"390220.2";"6784158";NULL;NULL;NULL;"53";"35";"M";"Station de mesure Manuelle";"1";"J7024000";"450000531";"rivière la valière";"Fictif";"Sens du tronçon";"Entre 15 et 50 mètres";"Cours d'eau naturel";"Non navigable";205484;204361;181574;"399591";"0.13150763360802695";"J7025103";"étang de la valière";"0";False
20929;"J702550";"35105";"392717.67";"6787395.02";NULL;NULL;NULL;"53";"35";"M";"Station de mesure Manuelle";"1";"J7025300";"408001834";"ruisseau de l'andronnière";"Fictif";"Sens du tronçon";"Plus de 50 mètres";"Cours d'eau naturel";"Non navigable";206731;206462;183078;"401095";"10.979049893446879";"J7025503";"étang de pain tourteau";"0";False
20931;"J704510S";"35072";"389340.94";"6801151.51";NULL;NULL;NULL;"53";"35";"M";"Station de mesure Manuelle";"1";"J7040300";"408000556";"rivière la cantache";"Fictif";"Sens du tronçon";"Sans objet";"Cours d'eau naturel";"Non navigable";215408;214387;193136;"411139";"147.62367907417672";"J7045103";"étang de châtillon";"0";False
20933;"J705500T";"35194";"380726.32";"6789551.88";NULL;NULL;NULL;"53";"35";"M";"Station de mesure Manuelle";"1";"J7050300";"450000534";"rivière la cantache";"Fictif";"Sens du tronçon";"Sans objet";"Cours d'eau naturel";"Non navigable";207870;207662;184438;"402460";"32.401425136922654";"J7055003";"retenue de villaumur";"0";False
20935;"J710540T";"35110";"356032";"6814475";NULL;NULL;NULL;"53";"35";"M";"Station de mesure Manuelle";"1";"J7104700";"408000073";"ruisseau de boulet";"Fictif";"Sens du tronçon";"Sans objet";"Cours d'eau naturel";"Non navigable";222841;222439;201721;"419714";"0.871480508122547";"J7105403";"étang de boulet";"0";False
20937;"J711510S";"35121";"368446.42";"6805410.84";NULL;NULL;NULL;"53";"35";"M";"Station de mesure Manuelle";"1";"J7114300";"408000289";"ruisseau de l'étang d'ouée";"Fictif";"Sens du tronçon";"Plus de 50 mètres";"Cours d'eau naturel";"Non navigable";217673;217705;195720;"413717";"18.27459309231695";"J7115103";"étang d'ouée";"0";False
20939;"J722910";"35281";"347144.38";"6787790.78";NULL;NULL;NULL;"53";"35";"M";"Station de mesure Manuelle";"1";"J7224000";"450001211";NULL;"Fictif";"Sens du tronçon";"De 0 à 15 mètres";"Cours d'eau naturel";"Non navigable";206552;206553;182853;"401059";"77.69220345504533";"J7229103";"le moulin d'apigné";"0";False
20941;"J730510";"22147";"300749";"6805008";NULL;NULL;NULL;"53";"22";"M";"Station de mesure Manuelle";"1";"J7300300";"408000359";"rivière le meu";"Fictif";"Sens du tronçon";"De 0 à 15 mètres";"Cours d'eau naturel";"Non navigable";217704;217496;195719;"413716";"0.5449928278745054";"J7305103";"étang de la hardouinais";"0";False
20943;"J733530S";"35133";"325855.43";"6789474.4";NULL;NULL;NULL;"53";"35";"M";"Station de mesure Manuelle";"1";"J7334800";"450001209";NULL;"Fictif";"Sens du tronçon";"De 0 à 15 mètres";"Cours d'eau naturel";"Non navigable";207546;207713;184254;"402272";"22.56890078597007";"J7335303";"étang de trémelin";"0";False
20947;"J736520";"35319";"330983.6";"6780860";NULL;NULL;NULL;"53";"35";"M";"Station de mesure Manuelle";"1";"J7364200";"408002371";"ruisseau de la chaise";"Fictif";"Sens du tronçon";"Plus de 50 mètres";"Cours d'eau naturel";"Non navigable";202371;202691;178365;"396380";"1.432079352968359";"J7365203";"la ville de rennes";"0";False
20949;"J740910";"35123";"343897.34";"6780012.63";NULL;NULL;NULL;"53";"35";"M";"Station de mesure Manuelle";"1";"J7400060";"408002442";"fleuve la vilaine";"Permanent";"Sens du tronçon";"Entre 15 et 50 mètres";"Cours d'eau naturel";"Navigable";202072;201560;177673;"395687";"392.4155781842204";"J7409103";"la rivière kersan";"0";False
20951;"J741410S";"35165";"374185.21";"6769978.74";NULL;NULL;NULL;"53";"35";"M";"Station de mesure Manuelle";"1";"J7420300";"408002985";"rivière la seiche";"Fictif";"Sens du tronçon";"Plus de 50 mètres";"Cours d'eau naturel";"Non navigable";196186;196493;171214;"389210";"18.31232862570576";"J74-4103";"étang de marcillé";"0";False
20952;"J741510S";"35200";"382239.32";"6771633.61";NULL;NULL;NULL;"53";"35";"M";"Station de mesure Manuelle";"1";"J7410300";"408002879";"rivière la seiche";"Fictif";"Sens du tronçon";"Plus de 50 mètres";"Cours d'eau naturel";"Non navigable";197412;197155;172310;"390290";"52.24553199513795";"J7415103";NULL;"0";False
20954;"J751510";"35016";"331069.47";"6778277.56";NULL;NULL;NULL;"53";"35";"M";"Station de mesure Manuelle";"1";"J7510300";"408002495";"rivière le canut";"Fictif";"Sens du tronçon";"Plus de 50 mètres";"Cours d'eau naturel";"Non navigable";200969;201115;176857;"394871";"22.06499123730249";"J7515103";"étang de la musse";"0";False
20956;"J760510";"35167";"376719.1";"6757420";NULL;NULL;NULL;"53";"35";"M";"Station de mesure Manuelle";"1";"J7600300";"408003523";"rivière le semnon";"Fictif";"Sens du tronçon";"Plus de 50 mètres";"Cours d'eau naturel";"Non navigable";189321;189340;163158;"381171";"0.42279021428865327";"J7605103";"étang de la forge";"0";False
20957;"J800510T";"22009";"262688.3";"6816379";NULL;NULL;NULL;"53";"22";"M";"Station de mesure Manuelle";"1";"J8000230";"409000143";"rivière l'oust";"Fictif";"Sens du tronçon";"Plus de 50 mètres";"Cours d'eau naturel";"Non navigable";224087;223812;203075;"421071";"0.26225546980823916";"J8005103";"étang de bosméléac";"0";False
