"station_id";"codestation";"inseecom";"coordx";"coordy";"codecourseau";"libellecourseau";"codetronconhydro";"coderegion";"codedepartement";"naturestation";"libellenaturestation";"typeentitehydro";"cdtronconh";"idtronconh";"nomentiteh";"etat";"sens";"largeur";"nature";"navigable";"source";"target";"troncon_id";"gid";"distance";"cdentitehy";"nomentiteh_plando";"distance_planeau";"verif_cdho"
25686;"O6215553";"65129";"497595";"6248150";NULL;NULL;NULL;"76";"65";"M";"Station de mesure Manuelle";"1";"O6210530";"550009568";"ruisseau la gèze";"Fictif";"Sens du tronçon";"Sans objet";"Sans objet";"Non navigable";348831;349134;349275;"52061";"1.6745120014792036";"O6215553";"réservoir de magnoac";"0";False
25687;"P2035003";"46302";"624119";"6414686";NULL;NULL;NULL;"76";"46";"M";"Station de mesure Manuelle";"1";"P2030500";"550009130";"ruisseau le tolerme";"Fictif";"Sens du tronçon";"Sans objet";"Sans objet";"Non navigable";465731;465825;481425;"184169";"9.482044450859243";"P2035003";NULL;"0";False
25688;"P2125023";"46330";"595965";"6427462";NULL;NULL;NULL;"76";"46";"M";"Station de mesure Manuelle";"1";"P2120600";"500099143";"ruisseau de la guierle";"Intermittent";"Sens du tronçon";"De 0 à 15 mètres";"Cours d'eau naturel";"Non navigable";472858;44800;489734;"192519";"61.29652005461505";"P2125023";NULL;"0";False
25689;"O6405013";"47031";"510234";"6344033";NULL;NULL;NULL;"75";"47";"M";"Station de mesure Manuelle";"1";"O6401090";"500040745";NULL;"Intermittent";"Sens du tronçon";"De 0 à 15 mètres";"Cours d'eau naturel";"Non navigable";420288;420289;429381;"132128";"156.9995996715232";"O6405013";NULL;"0";False
25693;"O6635513";"32029";"498166";"6281811";NULL;NULL;NULL;"76";"32";"M";"Station de mesure Manuelle";"1";"O6630400";"500059798";"l'auloue";"Fictif";"Sens du tronçon";"Sans objet";"Sans objet";"Non navigable";34227;373604;376631;"79356";"23.005300313601364";"O6635513";"retenue de l'auloue";"0";False
25702;"O6825003";"32285";"487470";"6278933";NULL;NULL;NULL;"76";"32";"M";"Station de mesure Manuelle";"1";"O6820570";"550009615";"ruisseau le lizet";"Fictif";"Sens du tronçon";"Sans objet";"Sans objet";"Non navigable";369191;371167;373877;"76603";"18.199991392602048";"O6825003";"barrage du lizet";"0";False
25703;"P5515013";"24370";"473797";"6419375";NULL;NULL;NULL;"75";"24";"M";"Station de mesure Manuelle";"1";"P5512092";"500100778";NULL;"Intermittent";"Inconnu";"De 0 à 15 mètres";"Canal, chenal";"Non navigable";468604;468810;484918;"187679";"314.98930139760654";"P5515013";NULL;"35.13598563200916";False
25704;"P5635003";"24083";"469102";"6431004";NULL;NULL;NULL;"75";"24";"M";"Station de mesure Manuelle";"1";"P5631030";"500098543";NULL;"Intermittent";"Sens du tronçon";"De 0 à 15 mètres";"Cours d'eau naturel";"Non navigable";474595;44991;491773;"194562";"148.98030071443668";"P5635003";"lac de gurson";"0";False
25705;"P6125053";"24008";"556288";"6480821";NULL;NULL;NULL;"75";"24";"M";"Station de mesure Manuelle";"1";"P6121000";"500087016";NULL;"Fictif";"Sens du tronçon";"Sans objet";"Sans objet";"Non navigable";56136;55392;9845;"227833";"17.55137907547315";"P6125053";"lac de rouffiac-en-périgord";"0";False
25707;"P7015063";"24498";"529927";"6497764";NULL;NULL;NULL;"75";"24";"M";"Station de mesure Manuelle";"1";"P7011060";"500084388";NULL;"Permanent";"Sens du tronçon";"De 0 à 15 mètres";"Cours d'eau naturel";"Non navigable";64022;63793;18925;"236905";"11.948654456203037";"P7015063";"le grand étang";"17.527814490564843";False
25710;"P7325073";"24216";"486215";"6454594";NULL;NULL;NULL;"75";"24";"M";"Station de mesure Manuelle";"1";"P7320550";"500093227";NULL;"Fictif";"Sens du tronçon";"Sans objet";"Sans objet";"Non navigable";46446;46447;507328;"210093";"18.83726357242451";"P7325073";"grand étang de la jemaye";"0";False
25711;"O7115003";"48126";"732695";"6394280";NULL;NULL;NULL;"76";"48";"M";"Station de mesure Manuelle";"1";"O7110400";"500026739";"rivière la colagne";"Fictif";"Sens du tronçon";"Sans objet";"Sans objet";"Non navigable";445917;445918;458543;"163690";"9.5795368692844";"O7115003";NULL;"0";False
25712;"P8145503";"33001";"450989";"6439292";NULL;NULL;NULL;"75";"33";"M";"Station de mesure Manuelle";"1";"P8140500";"500096976";"ruisseau de picampeau";"Intermittent";"Sens du tronçon";"De 0 à 15 mètres";"Cours d'eau naturel";"Non navigable";478682;478943;496684;"199490";"233.6022688342263";"P8145503";NULL;"0";False
25713;"S4285023";"40181";"346464";"6311081";NULL;NULL;NULL;"75";"40";"M";"Station de mesure Manuelle";"1";"S4280500";"500117713";"courant de messanges";"Permanent";"Sens du tronçon";"De 0 à 15 mètres";"Cours d'eau naturel";"Non navigable";394443;394169;400275;"103053";"215.64315431725842";"S4285023";"étang de moïsan";"0";False
25714;"P9115003";"33382";"426799";"6455637";NULL;NULL;NULL;"75";"33";"M";"Station de mesure Manuelle";"1";"P9110520";"500093083";"ruisseau du pas de la gache";"Fictif";"Sens du tronçon";"Sans objet";"Sans objet";"Non navigable";488919;485766;507961;"210722";"2.3424426377521192";"P9115003";"lacs du moulin blanc";"0";False
25717;"Q0125003";"65072";"463022.5";"6247253";NULL;NULL;NULL;"76";"65";"M";"Station de mesure Manuelle";"1";"Q0120000";"500011743";"fleuve l'adour";"Fictif";"Sens du tronçon";"Plus de 50 mètres";"Cours d'eau naturel";"Non navigable";347897;348699;348773;"51561";"34.74845461462263";"Q0125003";NULL;"197.0230950867275";False
25718;"S4335003";"40209";"339959";"6284079";NULL;NULL;NULL;"75";"40";"M";"Station de mesure Manuelle";"1";"S4330500";"500118073";"l'anguillère";"Fictif";"Sens du tronçon";"Sans objet";"Sans objet";"Non navigable";374910;375189;378438;"81160";"4.896818565210354";"S4335003";"étang du turc";"0";False
25720;"S4335013";"40312";"339614";"6283193";NULL;NULL;NULL;"75";"40";"M";"Station de mesure Manuelle";"1";"S4330500";"500118100";"l'anguillère";"Fictif";"Sens du tronçon";"Sans objet";"Sans objet";"Non navigable";374349;374718;377904;"80616";"81.86433340986058";"S4335013";"étang de garros";"0";False
25721;"Q0455013";"32070";"456566";"6286553";NULL;NULL;NULL;"76";"32";"M";"Station de mesure Manuelle";"1";"Q0450000";"500004740";"fleuve l'adour";"Fictif";"Sens du tronçon";"Plus de 50 mètres";"Cours d'eau naturel";"Non navigable";376785;377431;380992;"83717";"140.82205083392753";"Q0455093";NULL;"0";False
25722;"Q0455023";"32070";"456692";"6286498";NULL;NULL;NULL;"76";"32";"M";"Station de mesure Manuelle";"1";"Q0450000";"500004943";"fleuve l'adour";"Fictif";"Sens du tronçon";"Plus de 50 mètres";"Cours d'eau naturel";"Non navigable";375598;376785;380219;"82934";"246.6087184224808";"Q0455093";NULL;"14.67435061903914";False
25726;"Q0625503";"65015";"479998";"6252316";NULL;NULL;NULL;"76";"65";"M";"Station de mesure Manuelle";"1";"Q0620530";"550009689";"ruisseau le milieu";"Fictif";"Sens du tronçon";"Sans objet";"Sans objet";"Non navigable";351457;351702;352107;"54879";"24.15743078351525";"Q0625503";"retenue du milieu";"0";False
25728;"Q0655013";"32233";"470141";"6274643";NULL;NULL;NULL;"76";"32";"M";"Station de mesure Manuelle";"1";"Q0650400";"500007060";"rivière le bouès";"Permanent";"Sens du tronçon";"De 0 à 15 mètres";"Cours d'eau naturel";"Non navigable";33744;369672;372138;"74848";"211.83801116683293";"Q0655013";NULL;"0";False
25729;"Q1115013";"32155";"443195";"6301684";NULL;NULL;NULL;"76";"32";"M";"Station de mesure Manuelle";"1";"Q1110700";"500002851";"ruisseau de gioulé";"Fictif";"Sens du tronçon";"Sans objet";"Sans objet";"Non navigable";35676;35677;392591;"95372";"14.282135851539405";"Q1115013";NULL;"0";False
25737;"Q1305103";"65292";"447520";"6246010";NULL;NULL;NULL;"76";"65";"M";"Station de mesure Manuelle";"1";"Q1300550";"500012301";"ruisseau du goua de michou";"Fictif";"Sens du tronçon";"Sans objet";"Sans objet";"Non navigable";347659;347807;347793;"50589";"29.512752236102525";"Q1305103";"lac du gabas amont";"0";False
25738;"Q1365013";"40086";"417935";"6293702";NULL;NULL;NULL;"75";"40";"M";"Station de mesure Manuelle";"1";"Q1360590";"550009203";"ruisseau de l'estéla";"Fictif";"Sens du tronçon";"Sans objet";"Sans objet";"Non navigable";381444;382015;386266;"89007";"4.145063021637932";"Q1365013";NULL;"0";False
25740;"Q2005003";"32036";"466249";"6282820";NULL;NULL;NULL;"76";"32";"M";"Station de mesure Manuelle";"1";"Q2000510";"550009243";"ruisseau de maribot";"Fictif";"Sens du tronçon";"Sans objet";"Sans objet";"Non navigable";374122;374296;377394;"80113";"3.5979849648853373";"Q2005003";NULL;"0";False
25742;"Q2025003";"32144";"471828";"6282891";NULL;NULL;NULL;"76";"32";"M";"Station de mesure Manuelle";"1";"Q2020400";"550009254";"ruisseau la ribérette";"Fictif";"Sens du tronçon";"Sans objet";"Sans objet";"Non navigable";373839;374261;377359;"80078";"18.60351932607898";"Q2025003";NULL;"0";False
25743;"Q2035003";"32001";"465735";"6291577";NULL;NULL;NULL;"76";"32";"M";"Station de mesure Manuelle";"1";"Q2030570";"550009255";"ruisseau du reillon";"Fictif";"Sens du tronçon";"Sans objet";"Sans objet";"Non navigable";380071;380336;384386;"87128";"20.45622815886653";"Q2035003";NULL;"0";False
25759;"Q4765003";"65286";"448765";"6228144";NULL;NULL;NULL;"76";"65";"M";"Station de mesure Manuelle";"1";"Q4761030";"500015200";NULL;"Permanent";"Sens du tronçon";"De 0 à 15 mètres";"Cours d'eau naturel";"Non navigable";336968;30534;335611;"38388";"568.857214076954";"Q4765003";"lac de lourdes";"0";False
25761;"Q5525003";"40132";"377990";"6279603";NULL;NULL;NULL;"75";"40";"M";"Station de mesure Manuelle";"1";"Q5521050";"550010405";NULL;"Fictif";"Sens du tronçon";"Sans objet";"Sans objet";"Non navigable";34084;34062;374436;"77158";"11.647815765670984";"Q5525003";NULL;"0";False
25762;"Q5535013";"40132";"374777";"6278870";NULL;NULL;NULL;"75";"40";"M";"Station de mesure Manuelle";"1";"Q5531132";"550009173";NULL;"Fictif";"Sens du tronçon";"Sans objet";"Sans objet";"Non navigable";33994;33995;373398;"76465";"116.5552351053521";"Q5535013";NULL;"0";False
25771;"R1145043";"24398";"518587";"6501736";NULL;NULL;NULL;"75";"24";"M";"Station de mesure Manuelle";"1";"R1140530";"500109161";NULL;"Fictif";"Sens du tronçon";"Sans objet";"Sans objet";"Non navigable";2179;65885;21526;"239508";"25.60771963960429";"R1145043";"étang de saint-estèphe";"0";False
25772;"R1145123";"24056";"514604";"6500870";NULL;NULL;NULL;"75";"24";"M";"Station de mesure Manuelle";"1";"R1140530";"500109296";"ruisseau la doue";"Permanent";"Sens du tronçon";"De 0 à 15 mètres";"Cours d'eau naturel";"Non navigable";65486;65001;20608;"238592";"35.525861074125515";"R1145053";NULL;"950.0396465336505";False
25776;"S2245043";"33202";"409537";"6384936";NULL;NULL;NULL;"75";"33";"M";"Station de mesure Manuelle";"1";"S2240500";"500114541";"ruisseau de labadie";"Permanent";"Sens du tronçon";"De 0 à 15 mètres";"Cours d'eau naturel";"Non navigable";448385;448384;461357;"164091";"238.074799166279";"S2245043";"petit lac de bernadas";"0";False
25788;"S4265003";"40310";"348409";"6301077";NULL;NULL;NULL;"75";"40";"M";"Station de mesure Manuelle";"1";"S4260520";"500117872";"ruisseau d'hardy";"Fictif";"Sens du tronçon";"Sans objet";"Sans objet";"Non navigable";386599;387154;392204;"94985";"26.223779086867818";"S4265003";"étang d'hardy";"0";False
25791;"S4265033";"40296";"347668";"6298196";NULL;NULL;NULL;"75";"40";"M";"Station de mesure Manuelle";"1";"S4260520";"500117879";"ruisseau de capdeil";"Permanent";"Sens du tronçon";"De 0 à 15 mètres";"Cours d'eau naturel";"Non navigable";35423;385522;390351;"93125";"738.4292315413262";"S4265033";"étang noir";"0";False
25792;"S4285003";"40187";"348975";"6315267";NULL;NULL;NULL;"75";"40";"M";"Station de mesure Manuelle";"1";"S4280510";"500117693";"ruisseau de barail";"Fictif";"Sens du tronçon";"Sans objet";"Sans objet";"Non navigable";398191;397719;404421;"107188";"76.16427171388472";"S4285003";"étang de moliets";"0";False
25793;"S4285013";"40181";"348477";"6313637";NULL;NULL;NULL;"75";"40";"M";"Station de mesure Manuelle";"1";"S4280510";"500117701";"ruisseau de la prade";"Fictif";"Sens du tronçon";"Sans objet";"Sans objet";"Non navigable";396741;396392;402768;"105536";"4.707381973280529";"S4285013";"étang de la prade";"0";False
38527;"U4405843";"01052";"854014";"6548112";NULL;NULL;NULL;"84";"01";"M";"Station de mesure Manuelle";"1";NULL;"605007231";NULL;"Intermittent";"Sens du tronçon";"De 0 à 15 mètres";"Cours d'eau naturel";"Non navigable";4680;4669;49071;"267046";"5.662776237783218";"U4405843";"étang forêt";"0";False
38523;"U4215043";"01113";"861240";"6561470";NULL;NULL;NULL;"84";"01";"M";"Station de mesure Manuelle";"1";"U4210580";"605005824";NULL;"Fictif";"Sens du tronçon";"Sans objet";"Cours d'eau naturel";"Non navigable";96690;96960;56398;"274387";"8.854094516501865";"U4215043";"étang moulin";"0";False
38525;"U4215463";"01145";"868289";"6554607";NULL;NULL;NULL;"84";"01";"M";"Station de mesure Manuelle";"1";NULL;"605006748";NULL;"Intermittent";"Sens du tronçon";"De 0 à 15 mètres";"Cours d'eau naturel";"Non navigable";92836;93703;52736;"270708";"1.597160895073846";"U4215463";"le grand marais";"0";False
38537;"V0025003";"74208";"990613";"6545833";NULL;NULL;NULL;"84";"74";"M";"Station de mesure Manuelle";"1";"V0021060";"609001574";"le nant noir";"Intermittent";"Sens du tronçon";"De 0 à 15 mètres";"Cours d'eau naturel";"Non navigable";88681;88041;47181;"265156";"873.8554686032986";"V0025043";"lac le vert";"0";False
38540;"V0055003";"74159";"984180";"6551238";NULL;NULL;NULL;"84";"74";"M";"Station de mesure Manuelle";"1";NULL;"609000795";NULL;"Permanent";"Sens du tronçon";"De 0 à 15 mètres";"Cours d'eau naturel";"Non navigable";91893;91894;50755;"268727";"105.06474194032546";"V0055083";"lac de flaine";"0";False
38542;"V0065003";"74189";"971003";"6553571";NULL;NULL;NULL;"84";"74";"M";"Station de mesure Manuelle";"1";"V0060580";"609000574";"ruisseau du lac bénit";"Intermittent";"Sens du tronçon";"De 0 à 15 mètres";"Cours d'eau naturel";"Non navigable";93515;93516;52513;"270487";"364.11636875386205";"V0065003";"lac bénit";"0";False
38544;"V0115003";"74258";"988372";"6554240";NULL;NULL;NULL;"84";"74";"M";"Station de mesure Manuelle";"1";"V0110580";"609000546";"torrent de gers";"Fictif";"Sens du tronçon";"Sans objet";"Cours d'eau naturel";"Inconnue";93434;93597;52604;"270579";"0.6058009145540589";"V0115003";"lac de gers";"0";False
38549;"V0205003";"74212";"966057";"6548887";NULL;NULL;NULL;"84";"74";"M";"Station de mesure Manuelle";"1";NULL;"609001062";NULL;"Intermittent";"Sens du tronçon";"De 0 à 15 mètres";"Cours d'eau naturel";"Non navigable";90685;90686;49458;"267430";"220.17415834132066";"V0205003";"lac de lessy";"0";False
38553;"V0325043";"74258";"990571";"6567977";NULL;NULL;NULL;"84";"74";"M";"Station de mesure Manuelle";"1";"V0321430";"606003855";"torrent la dranse";"Permanent";"Sens du tronçon";"De 0 à 15 mètres";"Cours d'eau naturel";"Non navigable";100072;99869;59918;"277892";"298.39008848950505";"V0325043";"lac d'avoriaz";"4169.327227496322";False
38555;"V0335023";"74032";"974325";"6574570";NULL;NULL;NULL;"84";"74";"M";"Station de mesure Manuelle";"1";"V0330500";"606003159";"torrent le brevon";"Fictif";"Sens du tronçon";"De 0 à 15 mètres";"Cours d'eau naturel";"Non navigable";102776;102966;63190;"281165";"16.577912087204346";"V0335023";"lac de vallon";"0";False
38563;"V2945063";"01074";"870540";"6545780";NULL;NULL;NULL;"84";"01";"M";"Station de mesure Manuelle";"1";"V2940540";"605007449";NULL;"Permanent";"Sens du tronçon";"De 0 à 15 mètres";"Cours d'eau naturel";"Non navigable";88561;88923;47489;"265467";"50.41447934623892";"V2945063";"étang de chassagne";"0";False
38570;"V3235003";"69253";"839527";"6487881";NULL;NULL;NULL;"84";"69";"M";"Station de mesure Manuelle";"1";"V3235001";"607003376";"fleuve le rhône";"Permanent";"Sens du tronçon";"Entre 15 et 50 mètres";"Cours d'eau naturel";"Non navigable";58514;58515;13133;"231137";"119.57328297674913";"V3315003";"plan d'eau de la lone";"10638.422733665016";False
38586;"W1305003";"38100";"934092";"6480823";NULL;NULL;NULL;"84";"38";"M";"Station de mesure Manuelle";"1";NULL;"650010255";NULL;"Fictif";"Sens du tronçon";"Sans objet";"Canal, chenal";"Non navigable";55595;844;9248;"227236";"33.32161461154792";"W1305003";"bassin du cheylas";"0";False
38641;"Y2505013";"34071";"708493";"6300342";NULL;NULL;NULL;"76";"34";"M";"Station de mesure Manuelle";"1";"Y2500400";"613004828";"fleuve l'orb";"Permanent";"Sens du tronçon";"Entre 15 et 50 mètres";"Cours d'eau naturel";"Non navigable";386409;386372;391377;"94155";"152.18434078823324";"Y2505003";"réservoir d'avène";"98.80000001264865";False
38640;"Y9905043";"2A114";"1214408";"6059654";NULL;NULL;NULL;"94";"2A";"M";"Station de mesure Manuelle";"1";"Y9900500";"650000169";"ruisseau de ventilegne";"Fictif";"Sens du tronçon";"Sans objet";"Cours d'eau naturel";"Non navigable";302452;302450;297331;"136";"4.490454724578409";"Y9905043";"retenue de figari";"0";False
2785;"A0545133";"67336";"1051416";"6827114";NULL;NULL;"A0545133";"44";"67";"0";"Nature de la station inconnue";"1";NULL;"200019153";"fleuve le rhin";"Fictif";"Sens du tronçon";"Plus de 50 mètres";"Cours d'eau naturel";"Non navigable";19081;233606;214332;"432320";"402.5892438573807";"A0545133";"Plan d'eau de Plobsheim";"0";False
2787;"A1238503";"68012";"1009314";"6747625";NULL;NULL;"A1238503";"44";"68";"0";"Nature de la station inconnue";"1";"A1230500";"200029058";"michelbach";"Fictif";"Sens du tronçon";"Plus de 50 mètres";"Sans objet";"Inconnue";183666;183519;156430;"374556";"73.04352023858718";"A1238503";"Retenue du Michelbach";"0";False
2789;"A1406203";"68171";"995120";"6768229";NULL;NULL;"A1406203";"44";"68";"0";"Nature de la station inconnue";"1";"A1400200";"250000014";"rivière la thur";"Fictif";"Sens du tronçon";"Plus de 50 mètres";"Sans objet";"Inconnue";195209;195210;169770;"387770";"52.14231497778806";"A1406203";"Lac de Kruth Wildenstein";"0";False
2809;"A8005543";"55481";"890078";"6911126";NULL;NULL;"A8005543";"44";"55";"0";"Nature de la station inconnue";"1";"A8000540";"200004487";NULL;"Fictif";"Sens du tronçon";"Sans objet";"Sans objet";"Non navigable";274256;274032;262551;"480516";"40.68479803126506";"A8005543";"Etang d'Amel";"0";False
2791;"A3745403";"67308";"1076001";"6879667";NULL;NULL;"A3745403";"44";"67";"0";"Nature de la station inconnue";"1";NULL;"200009305";NULL;"Permanent";"Sens du tronçon";"Entre 15 et 50 mètres";"Cours d'eau naturel";"Non navigable";261604;261605;247520;"465509";"286.308504183555";"A3745403";"Gravière de Munchhausen";"0";False
2792;"A4305683";"88196";"986623";"6781366";NULL;NULL;"A4305683";"44";"88";"0";"Nature de la station inconnue";"1";"A4300680";"200026337";"ruisseau de mérelle";"Fictif";"Sens du tronçon";"Plus de 50 mètres";"Cours d'eau naturel";"Non navigable";202829;202822;178662;"396673";"34.70698793546521";"A4305683";"Lac de Gérardmer";"0";False
2793;"A4306203";"88531";"994185";"6781807";NULL;NULL;"A4306203";"44";"88";"0";"Nature de la station inconnue";"1";"A4300200";"200026319";"rivière la vologne";"Fictif";"Sens du tronçon";"Plus de 50 mètres";"Cours d'eau naturel";"Non navigable";202867;201978;179368;"397385";"8.574051993112889";"A4306203";"Lac de Longemer";"0";False
2795;"A4606203";"88439";"949430";"6790360";NULL;NULL;"A4606203";"44";"88";"0";"Nature de la station inconnue";"1";"A4600200";"250008104";"ruisseau l'avière";"Fictif";"Sens du tronçon";"Sans objet";"Sans objet";"Non navigable";208099;208114;184815;"402830";"23.875030255172643";"A4606203";"Réservoir de Bouzey";"0";False
2797;"A6225563";"54427";"989691";"6824702";NULL;NULL;"A6225563";"44";"54";"0";"Nature de la station inconnue";"1";NULL;"200019708";NULL;"Inconnu";"Inconnu";"Sans objet";"Aqueduc, conduite forcée";"Non navigable";229025;229026;208792;"426775";"347.0300435028805";"A6225563";"Réservoir de Pierre Percée";"0";False
2799;"A6808523";"57564";"981440";"6849500";NULL;NULL;"A6808523";"44";"57";"0";"Nature de la station inconnue";"1";"A6800092";"200015875";"canal de la marne au rhin";"Fictif";"Sens du tronçon";"Plus de 50 mètres";"Canal, chenal";"Navigable";244310;245158;227843;"445847";"286.0008868767172";"A6808523";"Etang de Réchicourt";"0";False
2801;"A6838523";"54418";"963845";"6848286";NULL;NULL;"A6838523";"44";"54";"0";"Nature de la station inconnue";"1";"A6830520";"200016081";"ruisseau de richarménil";"Fictif";"Sens du tronçon";"Sans objet";"Sans objet";"Inconnue";20573;243211;227379;"445390";"17.390571144334114";"A6838523";"Etang de Parroy";"0";False
2803;"A7115303";"54466";"906430";"6858260";NULL;NULL;"A7115303";"44";"54";"0";"Nature de la station inconnue";"1";"A7110300";"200014395";NULL;"Fictif";"Sens du tronçon";"Sans objet";"Sans objet";"Inconnue";250267;250445;234251;"452274";"12.588888724874247";"A7115303";"Etang Romé";"0";False
2804;"A7328213";"55386";"901475";"6872234";NULL;NULL;"A7328213";"44";"55";"0";"Nature de la station inconnue";"1";"A7320210";"200011364";"ruisseau la madine";"Fictif";"Sens du tronçon";"Sans objet";"Sans objet";"Inconnue";257567;257609;242789;"460781";"21.39185654650314";"A7328213";"Lac de Madine";"0";False
2806;"A7517303";"57763";"979459";"6864813";NULL;NULL;"A7517303";"44";"57";"0";"Nature de la station inconnue";"1";"A7510300";"200012729";"ruisseau de l'etang neuf";"Fictif";"Sens du tronçon";"Plus de 50 mètres";"Sans objet";"Inconnue";21560;254038;238981;"456999";"16.414419939490674";"A7517303";"Etang de Zommange";"0";False
2808;"A75-4603";"57404";"975176";"6861586";NULL;NULL;"A75-4603";"44";"57";"0";"Nature de la station inconnue";"1";"A7510100";"200013328";NULL;"Fictif";"Inconnu";"Plus de 50 mètres";"Sans objet";"Inconnue";252288;252385;236637;"454657";"49.07655013495242";"A75-4603";"Etang de Lindre";"0";False
2810;"A8108513";"55267";"905749";"6884895";NULL;NULL;"A8108513";"44";"55";"0";"Nature de la station inconnue";"1";"A8100510";"200008501";NULL;"Fictif";"Sens du tronçon";"Sans objet";"Sans objet";"Non navigable";263590;22685;250082;"468056";"14.832621019859385";"A8108513";"Etang de Lachaussée";"0";False
2812;"A9027443";"57253";"987131";"6852467";NULL;NULL;"A9027443";"44";"57";"0";"Nature de la station inconnue";"1";"A9020440";"200015393";"le grand ruisseau";"Fictif";"Sens du tronçon";"Sans objet";"Cours d'eau naturel";"Non navigable";240999;20738;229576;"447593";"413.9175326705227";"A9026443";"Etang de Gondrexange";"0";False
2814;"A9045383";"57382";"989316";"6857423";NULL;NULL;"A9045383";"44";"57";"0";"Nature de la station inconnue";"1";"A9040380";"200014330";"ruisseau de langatte";"Fictif";"Sens du tronçon";"Plus de 50 mètres";"Sans objet";"Inconnue";249951;249964;233663;"451687";"57.67072430453996";"A9045383";"Etang du Stock";"0";False
2815;"A9077313";"57506";"994912";"6870944";NULL;NULL;"A9077313";"44";"57";"0";"Nature de la station inconnue";"1";"A9070310";"200011596";NULL;"Fictif";"Inconnu";"De 0 à 15 mètres";"Sans objet";"Inconnue";256689;256984;242060;"460055";"9.560599244661255";"A9077313";"Lang Weiher";"0";False
2817;"A9087303";"57469";"988676";"6869158";NULL;NULL;"A9087303";"44";"57";"0";"Nature de la station inconnue";"1";"A9080300";"200011780";"naubach";"Fictif";"Sens du tronçon";"Plus de 50 mètres";"Sans objet";"Inconnue";256125;256126;241075;"459224";"29.375094947461122";"A9087303";"Etang Grand de Mittersheim";"0";False
2819;"A9145663";"57556";"984443";"6889784";NULL;NULL;"A9145663";"44";"57";"0";"Nature de la station inconnue";"1";"A9140660";"200007361";"rubrechergraben";"Fictif";"Sens du tronçon";"Sans objet";"Sans objet";"Non navigable";261639;261640;247572;"465562";"4.363840116222574";"A9145663";"Etang de Diefenbach";"0";False
2821;"A9175493";"57347";"986343";"6872114";NULL;NULL;"A9175493";"44";"57";"0";"Nature de la station inconnue";"1";"A9170490";"200011233";"muehlweihergraben";"Permanent";"Sens du tronçon";"De 0 à 15 mètres";"Cours d'eau naturel";"Non navigable";258265;258264;243615;"461604";"261.6676706715757";"A9175493";"Muehlweiher";"0";False
2823;"A9185323";"57711";"987120";"6874500";NULL;NULL;"A9185323";"44";"57";"0";"Nature de la station inconnue";"1";NULL;"200010777";NULL;"Fictif";"Inconnu";"De 0 à 15 mètres";"Sans objet";"Inconnue";258540;258772;244186;"462179";"84.14622925163889";"A9185323";"Roter Weiher";"0";False
2825;"A9715383";"57297";"966581";"6878904";NULL;NULL;"A9715383";"44";"57";"0";"Nature de la station inconnue";"1";"A9710380";"200009893";"ruisseau du betz";"Fictif";"Sens du tronçon";"Sans objet";"Sans objet";"Inconnue";260580;260992;246774;"464825";"39.53072837961747";"A9715383";"Etang de Mutche";"0";False
2827;"A9825433";"57088";"970927";"6884660";NULL;NULL;"A9825433";"44";"57";"0";"Nature de la station inconnue";"1";"A9820430";"200008496";"dinkelgraben";"Fictif";"Sens du tronçon";"Sans objet";"Sans objet";"Inconnue";263371;263588;249891;"467861";"162.02659822077675";"A9825433";"Etang de Bischwald";"0";False
2828;"B4516303";"55053";"883680";"6915770";NULL;NULL;"B4516303";"44";"55";"0";"Nature de la station inconnue";"1";"B4510300";"200004038";"ruisseau l'azannes";"Fictif";"Sens du tronçon";"Sans objet";"Sans objet";"Non navigable";275819;275850;264482;"482446";"3.1010788307258363";"B4516303";"Etang du Haut-Fourneau";"0";False
2829;"B5148303";"08116";"829876";"6937430";NULL;NULL;"B5148303";"44";"08";"0";"Nature de la station inconnue";"1";"B5140300";"200002137";"ruisseau de bairon";"Fictif";"Sens du tronçon";"Sans objet";"Sans objet";"Non navigable";24776;282733;273142;"491115";"10.42957765481377";"B5148303";"Etang de Bairon";"0";False
2831;"B7025203";"08212";"814339";"6976170";NULL;NULL;"B7025203";"44";"08";"0";"Nature de la station inconnue";"1";"B7020200";"200000611";"ruisseau de faux";"Fictif";"Sens du tronçon";"Sans objet";"Sans objet";"Non navigable";25553;288944;280363;"498348";"12.792321282826016";"B7025203";"Lac des Vieilles Forges";"0";False
2833;"B7037203";"08367";"815700";"6982100";NULL;NULL;"B7037203";"44";"08";"0";"Nature de la station inconnue";"1";"B7030200";"200000427";"ruisseau de faux";"Fictif";"Sens du tronçon";"Sans objet";"Sans objet";"Non navigable";25668;289637;281494;"499492";"24.27545279995743";"B7037203";"Bassin de Whitaker";"0";False
9638;"F5006663";"52447";"868810";"6755340";NULL;NULL;NULL;"44";"52";"M";"Station de mesure Manuelle";"1";"F5006500";"300023425";"rivière la mouche";"Fictif";"Sens du tronçon";"Plus de 50 mètres";"Cours d'eau naturel";"Non navigable";187427;188289;161779;"379806";"2.965250628183521";"F5006663";"réservoir de la mouche";"0";False
9639;"F5016503";"52105";"877620";"6759470";NULL;NULL;NULL;"44";"52";"M";"Station de mesure Manuelle";"1";"F5010600";"300023000";"ruisseau du val de gris";"Fictif";"Sens du tronçon";"Sans objet";"Cours d'eau naturel";"Non navigable";14827;14828;164653;"382669";"24.188226154672936";"F5016503";"réservoir des charmes";"0";False
